Location,Region,District,Street,Price,Views,Area,Rooms,Floors,Bathrooms,Building_type,Ceiling_height,Condition,Date_added,Date_edited,Date_scraped,Latitude,Longitude,Address,Facilities,Additional_info,url,On_request,Price_sqm,Error,Floor,Storeys,Listing_type,Property_type,Platform_name,Airconditioner,Canalization,Centralheating,Electricity,Gas,Heating,Hotwater,Internet,Irrigation,Sewerage,Water,Water24_7,Attic,Balcony,Basement,Bilateral,Buildingexistence,Closetothebusstation,Elevator,Equipment,Eurowindows,Fence,Fireplace,Furniture,Garage,Gate,Grating,Gym,Heatedfloor,Heater,Highfirstfloor,Irondoor,Laminateflooring,Loggia,Openbalcony,Park,Parking,Parquet,Playground,Roadside,Sauna,Securitysystem,Storageroom,Sunny,Swimmingpool,Tile,Has_view
"Yerevan, Arabkir, Sevqareci Saqo St",Yerevan, Arabkir, Sevqareci Saqo St,3000.0,9508,600,7,3,5,Stone,3.0,Newly repaired,01.11.2016,17.12.2019,08.05.2022,40.2088444,44.4990182,"Սևքարեցի Սաքոյի փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Internet,Hotwater,Air-conditioner,Gas","Furniture,Equipment,Openbalcony,Securitysystem,Sunny,View,Parking,Garage,Gate,Fence",https://myrealty.am/en/new-build-house-for-rent/Sevqareci+Saqo+St/Arabkir/Yerevan/29942,0,,0,,,for rent,house,myrealty.am,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
"Yerevan, Center, Zarubyan St",Yerevan, Center, Zarubyan St,1200.0,6778,384,6,3,2,Stone,3.0,Newly repaired,21.10.2016,03.02.2021,08.05.2022,40.1665764,44.5132354,"29, Զավարյան փողոց, Կենտրոն, Երևան, 0018, Հայաստան","water24/7,Electricity,Hotwater,Gas,Heating","Gym,Swimmingpool,Irondoor,Parking,Closetothebusstation,View,Sunny,Tile,Eurowindows",https://myrealty.am/en/house-for-rent/Zarubyan+St/Center/Yerevan/29629,0,,0,,,for rent,house,myrealty.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
"Yerevan, Avan, Tsarav Aghbyur St",Yerevan, Avan, Tsarav Aghbyur St,2000.0,5471,166,5,3,4,Monolit,3.0,Newly repaired,18.10.2016,03.03.2018,08.05.2022,40.2167676,44.55392796,"121/11, Ծարավ Աղբյուրի փողոց, Ավան, Երևան, 0040, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Openbalcony,Basement,Tile,Parquet,Swimmingpool,Sunny,View,Parking,Park,Fence,Highfirstfloor,Sauna",https://myrealty.am/en/new-build-house-for-rent/Tsarav+Aghbyur+St/Avan/Yerevan/29461,0,,0,,,for rent,house,myrealty.am,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1
"Yerevan, Norq Marash, Norq 7 St",Yerevan, Norq Marash, Norq 7 St,2000.0,5844,500,5,3,1,Stone,3.0,Newly repaired,04.10.2016,20.03.2018,08.05.2022,40.1762561,44.539446,"115, Նորքի 7-րդ փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Hotwater,Electricity,Gas,water24/7","Fireplace,Eurowindows,Irondoor,Openbalcony,Gym,Swimmingpool,Sunny,View,Bilateral,Closetothebusstation,Garage,Playground,Gate,Fence",https://myrealty.am/en/house-for-rent/Norq+7+St/Norq+Marash/Yerevan/28902,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
"Yerevan, Nor Norq, Baxyan St",Yerevan, Nor Norq, Baxyan St,500.0,8764,400,4,2,1,Stone,3.2,Newly repaired,29.09.2016,22.04.2021,08.05.2022,40.1954413,44.566377,"12, Բաղյան փողոց, Նոր Նորք, Երևան, 0056, Հայաստան","Heating,Hotwater,Electricity,Gas,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Sunny,View,Closetothebusstation,Garage",https://myrealty.am/en/house-for-rent/Baxyan+St/Nor+Norq/Yerevan/28697,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Yerevan, Norq Marash, Norq 7 St",Yerevan, Norq Marash, Norq 7 St,3000.0,5642,600,5,3,4,Stone,3.2,Newly repaired,26.09.2016,17.12.2019,08.05.2022,40.1828898,44.5438796,"34, Նորքի 7-րդ փողոց, Նորք Մարաշ, Երևան, 0047, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Heater,Fireplace,Eurowindows,Grating,Irondoor,Openbalcony,Storageroom,Attic,Basement,Tile,Parquet,Heatedfloor,Securitysystem,Gym,Swimmingpool,Sunny,View,Bilateral,Closetothebusstation,Parking,Garage,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Norq+7+St/Norq+Marash/Yerevan/39511,0,,0,,,for rent,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1
"Kotayk, Abovyan, Abovyan",Kotayk, Abovyan, Abovyan,2500.0,8791,1800,7,2,3,Stone,3.0,Newly repaired,22.09.2016,13.11.2017,08.05.2022,40.2715286,44.633383,"Աբովյան, Abovyan, Կոտայքի մարզ, 2205, Հայաստան","Air-conditioner,Hotwater,Gas,Heating,water24/7,Electricity","Gate,View,Sunny,Eurowindows,Openbalcony,Equipment,Furniture,Swimmingpool,Irondoor,Bilateral,Fence",https://myrealty.am/en/house-for-rent/Abovyan/Abovyan/Kotayk/28459,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
"Yerevan, Davtashen, Dzor 1 district",Yerevan, Davtashen, Dzor 1 district,4000.0,10895,800,5,3,3,Stone,3.2,Newly repaired,17.09.2016,23.12.2019,08.05.2022,40.21619616,44.4976424,"1, Ձոր 1 թաղամաս, Դավթաշեն, Երևան, 0054, Հայաստան","Air-conditioner,Internet,Hotwater,Gas,Heating","Sauna,Gym,Swimmingpool,Securitysystem,Parking,Garage,Park,Closetothebusstation,View,Sunny,Parquet,Basement,Balcony,Openbalcony,Equipment,Furniture",https://myrealty.am/en/new-build-house-for-rent/Dzor+1+district/Davtashen/Yerevan/28303,0,,0,,,for rent,house,bars.am,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1
"Yerevan, Arabkir, Aygedzor St",Yerevan, Arabkir, Aygedzor St,1500.0,5506,150,5,2,1,Stone,2.8,Good,24.08.2016,23.12.2019,08.05.2022,40.1914876,44.4997305,"33, Այգեձորի փողոց, Արաբկիր, Երևան, 0019, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Tile,Sunny,View,Closetothebusstation",https://myrealty.am/en/house-for-rent/Aygedzor+St/Arabkir/Yerevan/27628,0,,0,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Gyulbenkyan St",Yerevan, Arabkir, Gyulbenkyan St,2300.0,5664,130,4,2,4,Stone,3.2,Newly repaired,17.08.2016,04.05.2021,08.05.2022,40.2003784,44.4958383,"31, Գյուլբենկյան փողոց, Արաբկիր, Երևան, 0033, Հայաստան","water24/7,Electricity,Air-conditioner,Hotwater,Gas,Heating","Swimmingpool,Irondoor,Garage,Closetothebusstation,View,Sunny,Tile,Eurowindows,Openbalcony,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Gyulbenkyan+St/Arabkir/Yerevan/27439,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
"Yerevan, Nor Norq, Bagrevand district",Yerevan, Nor Norq, Bagrevand district,2000.0,5487,1000,6,3,3,Stone,3.2,Newly repaired,14.08.2016,23.12.2019,08.05.2022,40.1999899,44.5834027,"Բագրևանդի փողոց, Բագրևանդ, Նոր Նորքի 2-րդ զանգված, Նոր Նորք, Ջրվեժ, 0067, Հայաստան","Heating,Hotwater,Gas","Furniture,Equipment,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Storageroom,Tile,Heatedfloor,Swimmingpool,View,Bilateral,Roadside,Garage,Playground,Park,Gate",https://myrealty.am/en/house-for-rent/Bagrevand+district/Nor+Norq/Yerevan/27325,0,,0,,,for rent,house,bars.am,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1
"Yerevan, Malatia-Sebastia, Noy district",Yerevan, Malatia-Sebastia, Noy district,3000.0,6202,1000,6,3,3,Stone,3.0,Newly repaired,14.08.2016,23.12.2019,08.05.2022,40.1686452,44.457492,"Սեբաստիայի փողոց, Մալաթիա-Սեբաստիա, Երևան, 0032, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Tile,Parquet,Gym,Swimmingpool,Sunny,View,Bilateral,Playground,Park,Gate,Fence,Sauna",https://myrealty.am/en/house-for-rent/Noy+district/Malatia-Sebastia/Yerevan/27324,0,,0,,,for rent,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1
"Yerevan, Norq Marash, Norq 2 St",Yerevan, Norq Marash, Norq 2 St,2500.0,8502,1500,7,3,5,Stone,3.2,Newly repaired,11.08.2016,05.11.2019,08.05.2022,40.1895834,44.5476422,"15, Նորքի 2-րդ փողոց, Նորք Մարաշ, Երևան, 0011, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Gas,water24/7","Eurowindows,Irondoor,Openbalcony,Securitysystem,Swimmingpool,Sunny,View,Bilateral,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/new-build-house-for-rent/Norq+2+St/Norq+Marash/Yerevan/27244,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
"Yerevan, Center, Proshyan St",Yerevan, Center, Proshyan St,3500.0,5118,150,6,2,2,Stone,3.0,Newly repaired,28.07.2016,14.03.2022,08.05.2022,40.1895217,44.5038461,"13, Պռոշյան փողոց, Կենտրոն, Երևան, 0019, Հայաստան","Heating,Internet,Hotwater,Air-conditioner,Gas","Furniture,Equipment,Fireplace,Eurowindows,Openbalcony,Storageroom,Tile,Sunny,Closetothebusstation,Parking",https://myrealty.am/en/house-for-rent/Proshyan+St/Center/Yerevan/26653,0,,0,,,for rent,house,myrealty.am,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
"Yerevan, Vahagni district, Vedi st.",Yerevan, Vahagni district, Vedi st.,5000.0,6897,1500,7,2,4,Stone,3.0,Newly repaired,15.07.2016,23.12.2019,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Internet,Hotwater,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Tile,Sunny,View,Closetothebusstation,Garage",https://myrealty.am/en/house-for-rent/Vedi+st./Vahagni+district/Yerevan/25955,0,,0,,,for rent,house,myrealty.am,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Achapnyak, Norashen district",Yerevan, Achapnyak, Norashen district,1300.0,5780,145,4,2,2,Stone,2.8,Good,24.06.2016,23.12.2019,08.05.2022,40.2124638,44.470005,"Kindergarten N311, Նորաշեն թաղամաս, Նորաշեն, Աջափնյակ, Երևան, 0097, Հայաստան","Heating,Gas,Hotwater,Internet,Centralheating,Electricity,water24/7,Water,Sewerage,Canalization","Furniture,Equipment,Openbalcony,Eurowindows,Tile,Sunny,View,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Norashen+district/Achapnyak/Yerevan/24859,0,,0,,,for rent,house,bars.am,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,1200.0,5926,120,4,1,1,Other,2.8,Good,23.06.2016,14.06.2019,08.05.2022,40.1938814,44.5094868,"158/1, Անտառային փողոց, Երևան, 0077, Հայաստան","Heating,Internet,Hotwater,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Antarayin+St/Center/Yerevan/24784,0,,0,,,for rent,house,bars.am,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Sose St",Yerevan, Arabkir, Sose St,2000.0,5755,1000,4,3,3,Monolit,3.0,Newly repaired,23.06.2016,23.12.2019,08.05.2022,40.1950353,44.5040434,"28, Սոսեի փողոց, Արաբկիր, Երևան, 0019, Հայաստան","Internet,Hotwater,Water,water24/7,Electricity,Air-conditioner,Gas,Heating","Garage,Sunny,Eurowindows,Equipment,Furniture,Swimmingpool,Sauna",https://myrealty.am/en/new-build-house-for-rent/Sose+St/Arabkir/Yerevan/24780,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"Yerevan, Nor Norq, Gyurjyan St",Yerevan, Nor Norq, Gyurjyan St,1500.0,4930,110,4,3,2,Stone,2.8,Good,20.06.2016,23.12.2019,08.05.2022,40.1908603,44.5594259,"27, Գյուրջյան փողոց, Նոր Նորք, Երևան, 0056, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Gyurjyan+St/Nor+Norq/Yerevan/24641,0,,0,,,for rent,house,myrealty.am,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Vahagni district, Sevak st",Yerevan, Vahagni district, Sevak st,2000.0,7133,300,4,3,3,Monolit,3.0,Newly repaired,18.06.2016,17.12.2019,08.05.2022,40.2149231,44.4516989,"Նեմրութի փողոց, Վահագնի թաղամաս, Աջափնյակ, Երևան, 0088, Հայաստան","Heating,Gas,Hotwater,Air-conditioner,Electricity,water24/7,Water","Furniture,Equipment,Openbalcony,Basement,Eurowindows,Sunny,Garage,Securitysystem,Fireplace,Sauna",https://myrealty.am/en/new-build-house-for-rent/Sevak+st/Vahagni+district/Yerevan/24605,0,,0,,,for rent,house,bars.am,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,1800.0,7035,250,4,3,3,Stone,2.8,Newly repaired,04.06.2016,20.03.2018,08.05.2022,40.1938814,44.5094868,"158/1, Անտառային փողոց, Երևան, 0077, Հայաստան","water24/7,Electricity,Hotwater,Gas,Heating","Swimmingpool,View,Sunny,Tile,Eurowindows,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Antarayin+St/Center/Yerevan/23978,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Yerevan, Center, Sarmen St",Yerevan, Center, Sarmen St,1000.0,5498,145,3,1,1,Stone,2.8,Good,27.05.2016,23.12.2019,08.05.2022,40.1925111,44.5108429,"64, Սարմենի փողոց, Երևան, 0077, Հայաստան","Heating,Internet,Hotwater,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Openbalcony,Tile,Sunny,View,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Sarmen+St/Center/Yerevan/23046,0,,0,,,for rent,house,bars.am,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Center, Verfel St",Yerevan, Center, Verfel St,1500.0,6089,600,4,3,2,Stone,3.0,Good,27.05.2016,17.12.2019,08.05.2022,40.1750827,44.4921891,"40, Պրագայի փողոց, Կիլիկիա, Կենտրոն, Երևան, 0082, Հայաստան","Heating,Gas,Hotwater","Furniture,Equipment,Openbalcony",https://myrealty.am/en/house-for-rent/Verfel+St/Center/Yerevan/23012,0,,0,,,for rent,house,myrealty.am,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Center, Antarayin St",Yerevan, Center, Antarayin St,3000.0,6875,600,4,3,3,Monolit,3.2,Zero condition,27.05.2016,17.12.2019,08.05.2022,40.19237343,44.51343501,"110, Անտառային փողոց, Երևան, 0077, Հայաստան","Irrigation,Sewerage,Canalization,Electricity,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Basement,Sunny,Bilateral,Roadside,Parking,Garage,Park",https://myrealty.am/en/new-build-house-for-rent/Antarayin+St/Center/Yerevan/23009,0,,0,,,for rent,house,bars.am,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
"Yerevan, Avan, Tsarav Aghbyur St",Yerevan, Avan, Tsarav Aghbyur St,2400.0,5709,1500,4,2,3,Stone,2.8,Good,26.05.2016,23.12.2019,08.05.2022,40.2158746,44.5565458,"141, Ծարավ Աղբյուրի փողոց, Ավան, Երևան, 0040, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Fireplace,Eurowindows,Irondoor,Openbalcony,Tile,Sunny,View,Closetothebusstation,Garage,Gate,Fence",https://myrealty.am/en/house-for-rent/Tsarav+Aghbyur+St/Avan/Yerevan/22881,0,,0,,,for rent,house,myrealty.am,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"Yerevan, Arabkir, Sevqareci Saqo St",Yerevan, Arabkir, Sevqareci Saqo St,3500.0,1630,430,4,3,3,Monolit,3.2,Newly repaired,23.05.2016,17.04.2021,08.05.2022,40.2088444,44.4990182,"Սևքարեցի Սաքոյի փողոց, Արաբկիր, Երևան, 0012, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Heater,Eurowindows,Grating,Irondoor,Loggia,Openbalcony,Balcony,Storageroom,Basement,Tile,Parquet,Heatedfloor,Securitysystem,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Garage,Playground,Park,Buildingexistence,Gate,Fence,Highfirstfloor",https://myrealty.am/en/house-for-rent/Sevqareci+Saqo+St/Arabkir/Yerevan/109280,0,,0,,,for rent,house,bars.am,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"Yerevan, Arabkir, Sepuh St",Yerevan, Arabkir, Sepuh St,3000.0,6808,980,4,3,1,Stone,2.8,Good,21.05.2016,10.05.2020,08.05.2022,40.1967092,44.4874588,"11, Սեպուհի փողոց, Արաբկիր, Երևան, 0028, Հայաստան","Heating,Hotwater,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Heatedfloor,Swimmingpool,Sunny,View,Bilateral,Parking",https://myrealty.am/en/house-for-rent/Sepuh+St/Arabkir/Yerevan/22032,0,,0,,,for rent,house,myrealty.am,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
"Yerevan, Avan, Tsarav Aghbyur St",Yerevan, Avan, Tsarav Aghbyur St,5000.0,5867,500,4,4,3,Stone,3.2,Newly repaired,16.05.2016,23.12.2019,08.05.2022,40.183333,44.516667,"32, Թումանյան փողոց, Կենտրոն, Երևան, 0001, Հայաստան","Heating,Hotwater,Sewerage,Canalization,Electricity,Water,water24/7","Eurowindows,Irondoor,Openbalcony,Storageroom,Basement,Tile,Parquet,Securitysystem,Gym,Bilateral,Garage,Fence,Sauna",https://myrealty.am/en/house-for-rent/Tsarav+Aghbyur+St/Avan/Yerevan/21755,0,,0,,,for rent,house,myrealty.am,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0
"Yerevan, Qanaqer-Zeytun, Norashxarhyan St",Yerevan, Qanaqer-Zeytun, Norashxarhyan St,340.0,4206,45,2,1,1,Stone,2.8,Newly repaired,05.12.2019,05.12.2019,08.05.2022,44.2034317,-97.3084571,"445th Avenue, Kingsbury County, South Dakota, 57051, United States","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Grating,Irondoor,Tile,Sunny,Roadside,Closetothebusstation,Playground",https://myrealty.am/en/house-for-rent/Norashxarhyan+St/Qanaqer-Zeytun/Yerevan/89930,0,,1,,,for rent,house,myrealty.am,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"Yerevan, Center, Proshyan St",Yerevan, Center, Proshyan St,450.0,4593,90,3,1,1,Stone,3.0,Good,26.11.2019,27.12.2020,08.05.2022,40.1909104,44.5038621,"2, Պռոշյան փողոց, Կենտրոն, Երևան, 0019, Հայաստան","Water,water24/7,Electricity,Hotwater,Gas,Heating","Irondoor,Laminateflooring,Tile,Eurowindows,Equipment,Furniture",https://myrealty.am/en/house-for-rent/Proshyan+St/Center/Yerevan/89333,0,,0,,,for rent,house,bars.am,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Yerevan, Erebuni, Nor Aresh 15 St",Yerevan, Erebuni, Nor Aresh 15 St,3000.0,4220,800,7,2,3,Stone,3.0,Newly repaired,21.11.2019,27.12.2020,08.05.2022,40.1407474,44.5203928,"Նիկոլայ Գոգոլի անվ. 35 դպրոց, 16, Էրեբունու փողոց, Էրեբունի, Երևան, 0041, Հայաստան","Heating,Internet,Hotwater,Irrigation,Sewerage,Canalization,Electricity,Air-conditioner,Gas,Water,water24/7","Furniture,Equipment,Heater,Fireplace,Eurowindows,Grating,Irondoor,Openbalcony,Storageroom,Basement,Tile,Heatedfloor,Securitysystem,Swimmingpool,Sunny,View,Bilateral,Roadside,Closetothebusstation,Garage,Playground,Park,Gate,Fence",https://myrealty.am/en/house-for-rent/Nor+Aresh+15+St/Erebuni/Yerevan/89006,0,,0,,,for rent,house,bars.am,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1
"Yerevan, Center, Myasnikyan Ave",Yerevan, Center, Myasnikyan Ave,600.0,3935,80,3,1,1,Stone,3.0,Newly repaired,18.11.2019,18.12.2019,08.05.2022,40.19711,44.5489917,"53/1, Մյասնիկյանի պողոտա, Քանաքեռ-Զեյթուն, Երևան, 0011, Հայաստան","Centralheating,Internet,Hotwater,Gas,Heating","Equipment,Furniture",https://myrealty.am/en/house-for-rent/Myasnikyan+Ave/Center/Yerevan/88792,0,,0,,,for rent,house,myrealty.am,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yerevan, Malatia-Sebastia, Noy district",Yerevan, Malatia-Sebastia, Noy district,3500.0,3686,800,5,3,3,Stone,3.0,Newly repaired,11.11.2019,17.12.2019,08.05.2022,36.1629343,-95.9913076,"Helmerich Research Center, North Elgin Avenue, Greenwood District, Tulsa, Tulsa County, Oklahoma, 74120, United States","Heating,Internet,Hotwater,Irrigation,Electricity,Air-conditioner,Centralheating,Gas,Water,water24/7","Furniture,Equipment,Eurowindows,Irondoor,Openbalcony,Tile,Parquet,Sunny,View,Roadside,Closetothebusstation,Parking,Garage,Playground,Park,Gate,Fence",https://myrealty.am/en/house-for-rent/Noy+district/Malatia-Sebastia/Yerevan/88398,0,,1,,,for rent,house,bars.am,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
